sid,BUFF,NOT,AND,PI,PO,LP
224,2632,4062,3228,254,238,30
67,2630,4022,3207,254,238,30
464,2583,3607,2976,254,238,30
413,2724,3488,2987,254,238,31
90,2668,3580,3005,254,238,31
205,2757,3493,3006,254,238,31
465,2673,3949,3192,254,238,30
316,2689,3511,2981,254,238,31
452,2679,3979,3210,254,238,30
242,2553,4131,3223,254,238,30
197,2675,3949,3193,254,238,30
33,2820,3394,2988,254,238,31
499,2813,3447,3011,254,238,31
194,2681,3673,3058,254,238,32
128,2545,3657,2982,254,238,31
345,2517,3781,3030,254,238,31
328,2872,3370,3002,254,238,31
137,2937,3663,3181,254,238,31
372,2611,3833,3103,254,238,30
81,2631,4029,3211,254,238,30
64,2808,3404,2987,254,238,31
439,2731,3929,3211,254,238,30
492,2740,3946,3224,254,238,30
124,2607,4017,3193,254,238,30
62,2727,3873,3181,254,238,30
378,2763,3465,2995,254,238,31
19,2689,3967,3209,254,238,30
241,2724,3474,2980,254,238,31
428,2695,3663,3060,254,238,32
438,2797,3425,2992,254,238,31
355,2694,3686,3071,254,238,31
482,2833,3851,3223,254,238,30
237,2851,3359,2986,254,238,31
468,2709,3483,2977,254,238,31
322,2561,4035,3179,254,238,31
43,2942,3768,3236,254,238,31
467,2626,3562,2975,254,238,30
419,2679,3525,2983,254,238,31
415,2616,4008,3193,254,238,30
54,2729,3517,3004,254,238,31
305,2854,3786,3201,254,238,30
17,2860,3356,2989,254,238,32
397,2723,3931,3208,254,238,30
434,2741,3525,3014,254,238,31
379,2764,3452,2989,254,238,31
447,2454,4142,3179,254,238,30
14,2490,3720,2986,254,238,31
284,2587,3779,3064,254,238,31
113,2634,4054,3225,254,238,30
402,2812,3428,3001,254,238,31
437,2572,4034,3184,254,238,31
472,2545,3767,3037,254,238,31
461,2818,3406,2993,254,238,31
483,2691,3969,3211,254,238,30
384,2663,3651,3038,254,238,32
338,2479,4141,3191,254,238,30
152,2791,3891,3222,254,238,30
154,2746,3942,3225,254,238,30
491,2857,3347,2983,254,238,31
77,2711,3497,2985,254,238,31
55,2709,3499,2985,254,238,31
407,2771,3921,3227,254,238,31
5,2771,3433,2983,254,238,31
387,2763,3453,2989,254,238,31
217,2779,3443,2992,254,238,31
179,2861,3365,2994,254,238,31
336,2549,3717,3014,254,238,32
94,2667,3557,2993,254,238,31
164,2701,3519,2991,254,238,31
103,2790,3416,2984,254,238,31
93,2620,4066,3224,254,238,30
474,2646,4044,3226,254,238,29
159,2787,3903,3226,254,238,30
36,2615,3585,2981,254,238,31
406,2679,4001,3221,254,238,30
144,2671,3515,2974,254,238,31
375,2810,3390,2981,254,238,31
79,2497,3861,3060,254,238,31
471,2744,3948,3227,254,238,30
441,2840,3886,3244,254,238,30
230,2866,3348,2988,254,238,31
390,2757,3429,2974,254,238,31
347,2675,3947,3192,254,238,30
324,2765,3435,2981,254,238,31
72,2632,4058,3226,254,238,30
38,2680,3510,2976,254,238,31
153,2901,3729,3196,254,238,29
186,2692,3968,3211,254,238,30
167,2623,3573,2979,254,238,31
101,2585,3737,3042,254,238,31
270,2871,3759,3196,254,238,31
147,2660,3566,2994,254,238,31
106,2640,3984,3193,254,238,30
343,2645,3559,2983,254,238,31
184,2509,3835,3053,254,238,32
112,2632,4002,3198,254,238,30
201,2537,4093,3196,254,238,30
213,2690,3554,3003,254,238,31
477,2550,4108,3210,254,238,30
107,2465,4163,3195,254,238,30
104,2477,4143,3191,254,238,30
127,2699,3519,2990,254,238,31
160,2714,3482,2979,254,238,31
325,2606,4022,3195,254,238,30
35,2638,3598,2999,254,238,31
462,2805,3879,3223,254,238,31
272,2684,3510,2978,254,238,31
180,2776,3484,3011,254,238,31
13,2742,3950,3227,254,238,30
61,2713,3491,2983,254,238,31
222,2678,3600,3020,254,238,32
430,2659,3541,2981,254,238,31
196,2741,3969,3236,254,238,30
116,2676,4004,3221,254,238,30
157,2927,3769,3229,254,238,31
370,2803,3431,2998,254,238,31
349,2730,3490,2991,254,238,31
134,2721,3881,3182,254,238,30
313,2657,3589,3004,254,238,31
45,2796,3408,2983,254,238,31
365,2670,3670,3051,254,238,31
172,2678,3514,2977,254,238,31
244,2782,3874,3209,254,238,30
309,2690,3994,3223,254,238,30
498,2871,3303,2968,254,238,31
262,2676,3538,2988,254,238,31
212,2656,3532,2975,254,238,31
200,2475,4147,3192,254,238,30
49,2701,3925,3194,254,238,30
95,2745,3881,3194,254,238,31
298,2649,3985,3198,254,238,30
6,2553,3827,3071,254,238,31
431,2832,3850,3222,254,238,30
360,2594,4094,3225,254,238,30
331,2876,3342,2990,254,238,31
59,2655,3939,3178,254,238,30
227,2571,3649,2991,254,238,31
454,2692,3966,3210,254,238,30
9,2695,3543,3000,254,238,32
243,2925,3769,3228,254,238,31
385,2854,3362,2989,254,238,32
170,2621,3737,3060,254,238,31
277,2809,3407,2989,254,238,31
121,2832,3362,2978,254,238,31
480,2647,3843,3126,254,238,30
481,2683,3511,2978,254,238,31
299,2521,3729,3006,254,238,31
291,2657,3789,3104,254,238,30
130,2691,3973,3213,254,238,30
412,2804,3412,2989,254,238,31
485,2698,3984,3222,254,238,31
358,2815,3373,2975,254,238,31
29,2573,3697,3016,254,238,32
136,2753,3459,2987,254,238,31
56,2756,3902,3210,254,238,30
215,2711,3975,3224,254,238,30
52,2670,3930,3181,254,238,30
156,2682,3692,3068,254,238,31
260,2843,3847,3226,254,238,30
411,2726,3872,3180,254,238,30
209,2731,3957,3225,254,238,30
312,2592,4092,3223,254,238,30
286,2672,3550,2992,254,238,31
206,2895,3289,2973,254,238,31
410,2708,3534,3002,254,238,31
405,2581,4075,3209,254,238,30
414,2753,3443,2979,254,238,31
199,2870,3372,3002,254,238,32
367,2692,3544,2999,254,238,31
176,2706,3524,2996,254,238,32
109,2653,4017,3216,254,238,30
246,2751,3507,3010,254,238,31
69,2727,3477,2983,254,238,31
133,2570,4052,3192,254,238,30
329,2931,3769,3231,254,238,31
216,2494,3812,3034,254,238,31
105,2536,3816,3057,254,238,31
279,2831,3857,3225,254,238,30
210,2923,3771,3228,254,238,31
497,2674,3530,2983,254,238,31
240,2624,4006,3196,254,238,30
37,2749,3849,3180,254,238,30
192,2828,3384,2987,254,238,31
308,2849,3363,2987,254,238,32
258,2687,3969,3209,254,238,30
257,2539,3691,2996,254,238,31
233,2706,3982,3225,254,238,30
223,2619,3581,2981,254,238,31
395,2588,4092,3221,254,238,30
114,2764,3452,2989,254,238,31
266,2593,4003,3179,254,238,30
118,2831,3371,2982,254,238,31
20,2474,4192,3214,254,238,30
51,2618,4014,3197,254,238,30
102,2694,3904,3180,254,238,30
432,2520,4104,3193,254,238,30
386,2616,3620,2999,254,238,31
250,2808,3824,3197,254,238,30
337,2758,3484,3002,254,238,31
92,2767,3919,3224,254,238,30
12,2771,3467,3000,254,238,31
225,2658,3594,3007,254,238,31
490,2644,4040,3223,254,238,29
2,2664,3566,2996,254,238,31
66,2930,3756,3224,254,238,30
27,2674,4010,3223,254,238,30
377,2541,4081,3192,254,238,30
479,2618,3752,3066,254,238,31
254,2796,3452,3005,254,238,31
318,2804,3374,2970,254,238,31
185,2766,3482,3005,254,238,31
489,2635,3563,2980,254,238,31
321,2776,3714,3126,254,238,29
269,2617,3875,3127,254,238,30
18,2831,3391,2992,254,238,31
73,2730,3956,3224,254,238,30
238,2616,3592,2985,254,238,31
178,2577,3613,2976,254,238,31
488,2540,4150,3226,254,238,30
142,2834,3382,2989,254,238,31
48,2679,3647,3044,254,238,31
357,2740,3488,2995,254,238,31
363,2630,3572,2982,254,238,31
8,2684,3538,2992,254,238,31
108,2764,3482,3004,254,238,31
202,2687,4007,3228,254,238,30
125,2646,3536,2972,254,238,31
283,2735,3469,2983,254,238,31
39,2775,3919,3228,254,238,29
333,2740,3506,3004,254,238,31
281,2697,3987,3223,254,238,30
171,2690,3998,3225,254,238,30
89,2929,3673,3182,254,238,29
123,2612,3560,2967,254,238,31
423,2688,3532,2991,254,238,31
46,2757,3899,3209,254,238,30
53,2554,4100,3208,254,238,30
151,2781,3909,3226,254,238,30
82,2735,3455,2976,254,238,31
296,2681,3803,3123,254,238,30
425,2545,4083,3195,254,238,30
3,2605,4075,3221,254,238,30
271,2614,4070,3223,254,238,30
350,2606,3612,2990,254,238,31
457,2789,3903,3227,254,238,30
418,2795,3887,3222,254,238,30
330,2713,3529,3002,254,238,32
161,2788,3444,2997,254,238,31
203,2696,3546,3002,254,238,31
440,2639,4049,3225,254,238,30
376,2753,3851,3183,254,238,30
204,2678,3552,2996,254,238,31
229,2835,3845,3221,254,238,30
455,2893,3791,3223,254,238,30
493,2647,4013,3211,254,238,30
403,2659,3937,3179,254,238,30
83,2614,4008,3192,254,238,30
445,2574,4048,3192,254,238,30
422,2790,3810,3181,254,238,31
207,2584,3782,3064,254,238,31
494,2687,3671,3060,254,238,31
231,2793,3887,3221,254,238,30
473,2876,3354,2996,254,238,31
391,2810,3822,3197,254,238,31
148,2595,4031,3194,254,238,30
75,2743,3885,3195,254,238,30
198,2473,4149,3192,254,238,30
450,2729,3979,3235,254,238,30
265,2655,3965,3191,254,238,30
261,2607,3785,3077,254,238,31
319,2834,3386,2991,254,238,31
317,2771,3923,3228,254,238,31
21,2638,3982,3191,254,238,30
85,2754,3844,3180,254,238,30
76,2653,3561,2988,254,238,31
426,2627,3685,3037,254,238,32
131,2577,4049,3194,254,238,30
96,2562,4122,3223,254,238,30
289,2701,3491,2977,254,238,31
88,2814,3824,3200,254,238,30
393,2590,3776,3064,254,238,31
436,2529,4069,3180,254,238,30
297,2685,3507,2977,254,238,31
368,2758,3428,2974,254,238,31
0,2844,3394,3000,254,238,32
399,2696,3578,3018,254,238,31
60,2886,3380,3014,254,238,32
451,2782,3906,3225,254,238,30
7,2664,3608,3017,254,238,31
16,2574,4112,3224,254,238,30
158,2744,3884,3195,254,238,30
263,2720,3972,3227,254,238,30
327,2732,3892,3193,254,238,30
135,2798,3390,2975,254,238,31
389,2780,3448,2995,254,238,31
143,2574,4054,3195,254,238,30
304,2725,3455,2971,254,238,31
22,2668,3538,2984,254,238,31
353,2679,4011,3226,254,238,30
359,2752,3932,3223,254,238,29
352,2935,3763,3230,254,238,31
267,2680,3560,3001,254,238,31
383,2728,3490,2990,254,238,32
145,2707,3533,3001,254,238,31
117,2712,3918,3196,254,238,30
371,2721,3467,2975,254,238,32
177,2719,3477,2979,254,238,31
459,2563,4129,3227,254,238,30
470,2714,3986,3231,254,238,30
288,2759,3487,3004,254,238,31
191,2824,3374,2980,254,238,31
469,2771,3911,3222,254,238,30
381,2649,4035,3223,254,238,29
463,2750,3432,2972,254,238,31
25,2801,3863,3213,254,238,30
448,2803,3877,3221,254,238,30
139,2735,3965,3231,254,238,30
487,2669,4011,3221,254,238,30
259,2718,3486,2983,254,238,31
78,2697,3993,3226,254,238,30
58,2833,3365,2980,254,238,31
165,2775,3445,2991,254,238,31
208,2724,3936,3211,254,238,30
278,2785,3403,2975,254,238,31
129,2560,4096,3209,254,238,30
188,2551,4071,3192,254,238,30
356,2906,3780,3224,254,238,30
228,2591,4075,3214,254,238,30
87,2767,3915,3222,254,238,30
443,2744,3452,2979,254,238,31
235,2562,3716,3020,254,238,31
70,2804,3878,3222,254,238,30
315,2739,3945,3223,254,238,30
311,2804,3806,3186,254,238,30
120,2643,3565,2985,254,238,31
396,2768,3414,2972,254,238,31
220,2914,3340,3008,254,238,31
282,2821,3353,2968,254,238,31
47,2744,3936,3221,254,238,30
74,2552,4070,3192,254,238,30
341,2558,4126,3223,254,238,30
417,2780,3910,3226,254,238,30
374,2620,4046,3214,254,238,30
86,2782,3398,2971,254,238,31
400,2802,3808,3186,254,238,30
362,2758,3482,3001,254,238,31
287,2699,3985,3223,254,238,30
285,2691,3503,2978,254,238,31
303,2926,3760,3224,254,238,31
253,2617,3595,2987,254,238,31
141,2813,3399,2987,254,238,31
444,2598,4022,3191,254,238,30
155,2537,3819,3059,254,238,31
31,2571,4109,3221,254,238,30
65,2727,3909,3199,254,238,30
173,2593,4067,3211,254,238,30
398,2803,3801,3183,254,238,30
475,2861,3345,2984,254,238,31
236,2792,3418,2986,254,238,31
97,2632,3528,2961,254,238,31
122,2818,3870,3225,254,238,30
26,2766,3926,3227,254,238,29
214,2754,3482,2999,254,238,31
332,2677,3545,2992,254,238,32
295,2551,4133,3223,254,238,30
346,2625,3571,2979,254,238,31
442,2689,3967,3209,254,238,30
280,2736,3948,3223,254,238,30
251,2731,3453,2973,254,238,31
446,2679,4007,3224,254,238,30
252,2684,3970,3208,254,238,30
34,2644,3596,3001,254,238,31
63,2805,3813,3190,254,238,30
247,2665,3957,3192,254,238,30
91,2867,3359,2994,254,238,31
326,2501,4185,3224,254,238,30
453,2624,3610,2998,254,238,31
458,2880,3814,3228,254,238,29
478,2762,3432,2978,254,238,31
239,2803,3807,3186,254,238,30
181,2643,4043,3224,254,238,30
382,2552,3632,2973,254,238,31
301,2710,3476,2974,254,238,31
300,2719,3505,2993,254,238,31
138,2811,3449,3011,254,238,31
433,2721,3977,3230,254,238,30
162,2901,3783,3223,254,238,30
273,2720,3532,3007,254,238,31
408,2749,3499,3005,254,238,31
456,2745,3465,2986,254,238,31
388,2699,3987,3224,254,238,30
80,2511,3779,3026,254,238,31
276,2486,3686,2967,254,238,31
348,2548,4072,3191,254,238,30
111,2724,3472,2979,254,238,31
293,2925,3755,3221,254,238,30
404,2688,3998,3224,254,238,30
146,2682,3506,2975,254,238,32
264,2627,4051,3220,254,238,30
150,2785,3441,2994,254,238,31
496,2738,3952,3226,254,238,30
424,2941,3765,3234,254,238,31
392,2594,3698,3027,254,238,32
292,2791,3901,3227,254,238,30
190,2758,3930,3225,254,238,29
42,2603,3629,2997,254,238,31
41,2793,3893,3224,254,238,30
57,2809,3877,3224,254,238,30
98,2684,4004,3225,254,238,30
218,2700,3500,2981,254,238,31
99,2494,4160,3208,254,238,30
189,2551,4133,3223,254,238,30
166,2832,3860,3227,254,238,29
175,2672,3612,3023,254,238,31
211,2792,3458,3006,254,238,31
335,2739,3945,3223,254,238,30
421,2754,3458,2987,254,238,31
351,2911,3771,3222,254,238,30
290,2842,3356,2980,254,238,31
119,2637,3729,3064,254,238,31
427,2742,3494,2999,254,238,31
221,2675,3579,3008,254,238,31
495,2595,3615,2986,254,238,31
182,2682,4006,3225,254,238,30
44,2721,3521,3002,254,238,31
110,2677,4007,3223,254,238,30
100,2570,3624,2978,254,238,31
314,2731,3929,3211,254,238,30
429,2837,3367,2983,254,238,31
232,2688,3974,3212,254,238,30
84,2897,3371,3015,254,238,32
409,2638,3562,2981,254,238,31
24,2760,3922,3222,254,238,30
344,2517,4169,3224,254,238,30
369,2779,3443,2992,254,238,31
126,2662,3968,3196,254,238,30
226,2614,3874,3125,254,238,30
115,2544,4088,3197,254,238,30
361,2812,3870,3222,254,238,30
323,2578,3702,3021,254,238,31
219,2804,3882,3224,254,238,30
195,2644,3590,2998,254,238,31
140,2841,3409,3006,254,238,31
71,2818,3446,3013,254,238,31
420,2638,3984,3192,254,238,30
169,2794,3414,2985,254,238,31
40,2641,4021,3212,254,238,30
435,2569,4027,3179,254,238,30
11,2737,3949,3224,254,238,30
342,2660,3972,3197,254,238,30
248,2736,3948,3223,254,238,30
306,2680,3538,2990,254,238,31
334,2607,4023,3196,254,238,30
466,2594,3596,2976,254,238,31
193,2761,3899,3211,254,238,30
449,2831,3385,2989,254,238,31
28,2532,4152,3223,254,238,30
294,2896,3788,3223,254,238,31
163,2680,4004,3223,254,238,30
307,2678,4006,3223,254,238,30
168,2673,3517,2976,254,238,31
10,2640,3588,2995,254,238,31
132,2741,3893,3198,254,238,30
476,2716,3504,2991,254,238,31
460,2731,3925,3209,254,238,30
149,2682,3524,2984,254,238,31
183,2752,3878,3196,254,238,30
174,2736,3948,3223,254,238,30
320,2608,3670,3020,254,238,31
366,2486,3750,2999,254,238,31
268,2868,3818,3224,254,238,31
340,2816,3444,3011,254,238,31
4,2771,3461,2997,254,238,31
339,2787,3811,3180,254,238,31
401,2689,3963,3207,254,238,30
245,2758,3496,3008,254,238,31
234,2598,3600,2980,254,238,31
68,2794,3424,2990,254,238,31
380,2917,3771,3225,254,238,31
187,2727,3957,3223,254,238,30
274,2713,3463,2969,254,238,31
394,2671,4009,3221,254,238,30
486,2746,3944,3226,254,238,30
364,2847,3835,3222,254,238,30
23,2674,3524,2980,254,238,31
354,2829,3417,3004,254,238,31
256,2538,4150,3225,254,238,30
373,2770,3852,3192,254,238,30
50,2751,3439,2976,254,238,31
249,2675,3517,2977,254,238,30
255,2563,4059,3192,254,238,30
484,2728,3956,3223,254,238,30
302,2984,3702,3224,254,238,29
30,2646,3628,3018,254,238,31
275,2477,3695,2967,254,238,31
310,2771,3467,3000,254,238,31
15,2665,3937,3182,254,238,30
416,2682,3556,3000,254,238,31
1,2643,3729,3067,254,238,32
32,2768,3440,2985,254,238,31
